,State-County,"1st, 2nd, 3rd","votes1, votes2, votes3","pct1, pct2, pct3","party1, party2, party3"
1093,Missouri - Harrison,Bush / Kerry / Others,2729 / 1279 / 40,67.4% / 31.6% / 1.0%,Republican Party / Democratic Party / Others
1094,Missouri - Henry,Bush / Kerry / Others,6361 / 4461 / 55,58.5% / 41.0% / 0.5%,Republican Party / Democratic Party / Others
1095,Missouri - Hickory,Bush / Kerry / Others,2791 / 2043 / 32,57.4% / 42.0% / 0.7%,Republican Party / Democratic Party / Others
1096,Missouri - Holt,Bush / Kerry / Others,1864 / 811 / 16,69.3% / 30.1% / 0.6%,Republican Party / Democratic Party / Others
1097,Missouri - Howard,Bush / Kerry / Others,2915 / 1972 / 34,59.2% / 40.1% / 0.7%,Republican Party / Democratic Party / Others
1098,Missouri - Howell,Bush / Kerry / Others,11097 / 5118 / 164,67.8% / 31.2% / 1.0%,Republican Party / Democratic Party / Others
1099,Missouri - Iron,Bush / Kerry / Others,2477 / 2157 / 45,52.9% / 46.1% / 1.0%,Republican Party / Democratic Party / Others
1100,Missouri - Jackson,Kerry / Bush / Others,183654 / 130500 / 1839,58.1% / 41.3% / 0.6%,Democratic Party / Republican Party / Others
1101,Missouri - Jasper,Bush / Kerry / Others,31846 / 13002 / 237,70.6% / 28.8% / 0.5%,Republican Party / Democratic Party / Others
1102,Missouri - Jefferson,Bush / Kerry / Others,46624 / 46057 / 583,50.0% / 49.4% / 0.6%,Republican Party / Democratic Party / Others
1103,Missouri - Johnson,Bush / Kerry / Others,12257 / 7790 / 189,60.6% / 38.5% / 0.9%,Republican Party / Democratic Party / Others
1104,Missouri - Knox,Bush / Kerry / Others,1207 / 761 / 10,61.0% / 38.5% / 0.5%,Republican Party / Democratic Party / Others
1105,Missouri - Laclede,Bush / Kerry / Others,10578 / 4213 / 78,71.1% / 28.3% / 0.5%,Republican Party / Democratic Party / Others
1106,Missouri - Lafayette,Bush / Kerry / Others,9656 / 6412 / 114,59.7% / 39.6% / 0.7%,Republican Party / Democratic Party / Others
1107,Missouri - Lawrence,Bush / Kerry / Others,11194 / 4506 / 106,70.8% / 28.5% / 0.7%,Republican Party / Democratic Party / Others
1108,Missouri - Lewis,Bush / Kerry / Others,2862 / 1754 / 28,61.6% / 37.8% / 0.6%,Republican Party / Democratic Party / Others
1109,Missouri - Lincoln,Bush / Kerry / Others,11316 / 8368 / 155,57.0% / 42.2% / 0.8%,Republican Party / Democratic Party / Others
1110,Missouri - Linn,Bush / Kerry / Others,3422 / 2440 / 36,58.0% / 41.4% / 0.6%,Republican Party / Democratic Party / Others
1111,Missouri - Livingston,Bush / Kerry / Others,4029 / 2278 / 39,63.5% / 35.9% / 0.6%,Republican Party / Democratic Party / Others
1112,Missouri - McDonald,Bush / Kerry / Others,5443 / 2215 / 67,70.5% / 28.7% / 0.9%,Republican Party / Democratic Party / Others
1113,Missouri - Macon,Bush / Kerry / Others,4673 / 2856 / 41,61.7% / 37.7% / 0.5%,Republican Party / Democratic Party / Others
1114,Missouri - Madison,Bush / Kerry / Others,2905 / 1972 / 41,59.1% / 40.1% / 0.8%,Republican Party / Democratic Party / Others
1115,Missouri - Maries,Bush / Kerry / Others,2825 / 1563 / 36,63.9% / 35.3% / 0.8%,Republican Party / Democratic Party / Others
1116,Missouri - Marion,Bush / Kerry / Others,7815 / 4568 / 70,62.8% / 36.7% / 0.6%,Republican Party / Democratic Party / Others
1117,Missouri - Mercer,Bush / Kerry / Others,1207 / 582 / 28,66.4% / 32.0% / 1.5%,Republican Party / Democratic Party / Others
1118,Missouri - Miller,Bush / Kerry / Others,7797 / 2959 / 75,72.0% / 27.3% / 0.7%,Republican Party / Democratic Party / Others
1119,Missouri - Mississippi,Bush / Kerry / Others,2903 / 2374 / 21,54.8% / 44.8% / 0.4%,Republican Party / Democratic Party / Others
1120,Missouri - Moniteau,Bush / Kerry / Others,4743 / 1913 / 35,70.9% / 28.6% / 0.5%,Republican Party / Democratic Party / Others
1121,Missouri - Monroe,Bush / Kerry / Others,2632 / 1647 / 28,61.1% / 38.2% / 0.7%,Republican Party / Democratic Party / Others
1122,Missouri - Montgomery,Bush / Kerry / Others,3563 / 2147 / 50,61.9% / 37.3% / 0.9%,Republican Party / Democratic Party / Others
1123,Missouri - Morgan,Bush / Kerry / Others,5657 / 3053 / 61,64.5% / 34.8% / 0.7%,Republican Party / Democratic Party / Others
1124,Missouri - New Madrid,Bush / Kerry / Others,4154 / 3716 / 37,52.5% / 47.0% / 0.5%,Republican Party / Democratic Party / Others
1125,Missouri - Newton,Bush / Kerry / Others,17187 / 6564 / 138,71.9% / 27.5% / 0.6%,Republican Party / Democratic Party / Others
1126,Missouri - Nodaway,Bush / Kerry / Others,6226 / 3830 / 63,61.5% / 37.8% / 0.6%,Republican Party / Democratic Party / Others
1127,Missouri - Oregon,Bush / Kerry / Others,2769 / 1823 / 81,59.3% / 39.0% / 1.7%,Republican Party / Democratic Party / Others
1128,Missouri - Osage,Bush / Kerry / Others,4975 / 1673 / 23,74.6% / 25.1% / 0.3%,Republican Party / Democratic Party / Others
1129,Missouri - Ozark,Bush / Kerry / Others,3083 / 1561 / 63,65.5% / 33.2% / 1.3%,Republican Party / Democratic Party / Others
1130,Missouri - Pemiscot,Bush / Kerry / Others,3398 / 3381 / 27,49.9% / 49.7% / 0.4%,Republican Party / Democratic Party / Others
1131,Missouri - Perry,Bush / Kerry / Others,5583 / 2621 / 43,67.7% / 31.8% / 0.5%,Republican Party / Democratic Party / Others
1132,Missouri - Pettis,Bush / Kerry / Others,11603 / 5801 / 92,66.3% / 33.2% / 0.5%,Republican Party / Democratic Party / Others
1133,Missouri - Phelps,Bush / Kerry / Others,11874 / 6666 / 160,63.5% / 35.6% / 0.9%,Republican Party / Democratic Party / Others
1134,Missouri - Pike,Bush / Kerry / Others,4314 / 3670 / 56,53.7% / 45.6% / 0.7%,Republican Party / Democratic Party / Others
1135,Missouri - Platte,Bush / Kerry / Others,23302 / 18412 / 256,55.5% / 43.9% / 0.6%,Republican Party / Democratic Party / Others
1136,Missouri - Polk,Bush / Kerry / Others,8586 / 3775 / 92,68.9% / 30.3% / 0.7%,Republican Party / Democratic Party / Others
1137,Missouri - Pulaski,Bush / Kerry / Others,8618 / 3551 / 52,70.5% / 29.1% / 0.4%,Republican Party / Democratic Party / Others
1138,Missouri - Putnam,Bush / Kerry / Others,1660 / 772 / 13,67.9% / 31.6% / 0.5%,Republican Party / Democratic Party / Others
1139,Missouri - Ralls,Bush / Kerry / Others,2986 / 2031 / 17,59.3% / 40.3% / 0.3%,Republican Party / Democratic Party / Others
1140,Missouri - Randolph,Bush / Kerry / Others,6551 / 3586 / 61,64.2% / 35.2% / 0.6%,Republican Party / Democratic Party / Others
1141,Missouri - Ray,Bush / Kerry / Others,5673 / 5034 / 81,52.6% / 46.7% / 0.8%,Republican Party / Democratic Party / Others
1142,Missouri - Reynolds,Bush / Kerry / Others,1896 / 1449 / 19,56.4% / 43.1% / 0.6%,Republican Party / Democratic Party / Others
1143,Missouri - Ripley,Bush / Kerry / Others,3693 / 1907 / 53,65.3% / 33.7% / 0.9%,Republican Party / Democratic Party / Others
1144,Missouri - St. Charles,Bush / Kerry / Others,95826 / 66855 / 807,58.6% / 40.9% / 0.5%,Republican Party / Democratic Party / Others
1145,Missouri - St. Clair,Bush / Kerry / Others,3098 / 1841 / 26,62.4% / 37.1% / 0.5%,Republican Party / Democratic Party / Others
1146,Missouri - St. Genevieve,Kerry / Bush / Others,4281 / 3791 / 74,52.6% / 46.5% / 0.9%,Democratic Party / Republican Party / Others
1147,Missouri - St. Francois,Bush / Kerry / Others,12087 / 10748 / 98,52.7% / 46.9% / 0.4%,Republican Party / Democratic Party / Others
1148,Missouri - St. Louis City,Kerry / Bush / Others,116133 / 27793 / 712,80.3% / 19.2% / 0.5%,Democratic Party / Republican Party / Others
1149,Missouri - St. Louis County,Kerry / Bush / Others,295284 / 244969 / 2730,54.4% / 45.1% / 0.5%,Democratic Party / Republican Party / Others
1150,Missouri - Saline,Bush / Kerry / Others,5389 / 4479 / 71,54.2% / 45.1% / 0.7%,Republican Party / Democratic Party / Others
1151,Missouri - Schuyler,Bush / Kerry / Others,1124 / 894 / 13,55.3% / 44.0% / 0.6%,Republican Party / Democratic Party / Others
1152,Missouri - Scotland,Bush / Kerry / Others,1352 / 828 / 17,61.5% / 37.7% / 0.8%,Republican Party / Democratic Party / Others
1153,Missouri - Scott,Bush / Kerry / Others,11330 / 6057 / 61,64.9% / 34.7% / 0.3%,Republican Party / Democratic Party / Others
1154,Missouri - Shannon,Bush / Kerry / Others,2511 / 1618 / 38,60.3% / 38.8% / 0.9%,Republican Party / Democratic Party / Others
1155,Missouri - Shelby,Bush / Kerry / Others,2280 / 1201 / 21,65.1% / 34.3% / 0.6%,Republican Party / Democratic Party / Others
1156,Missouri - Stoddard,Bush / Kerry / Others,9242 / 3946 / 64,69.7% / 29.8% / 0.5%,Republican Party / Democratic Party / Others
1157,Missouri - Stone,Bush / Kerry / Others,10534 / 4578 / 77,69.4% / 30.1% / 0.5%,Republican Party / Democratic Party / Others
1158,Missouri - Sullivan,Bush / Kerry / Others,1880 / 1178 / 31,60.9% / 38.1% / 1.0%,Republican Party / Democratic Party / Others
1159,Missouri - Taney,Bush / Kerry / Others,13578 / 5601 / 101,70.4% / 29.1% / 0.5%,Republican Party / Democratic Party / Others
1160,Missouri - Texas,Bush / Kerry / Others,7234 / 3664 / 120,65.7% / 33.3% / 1.1%,Republican Party / Democratic Party / Others
1161,Missouri - Vernon,Bush / Kerry / Others,5732 / 3206 / 54,63.7% / 35.7% / 0.6%,Republican Party / Democratic Party / Others
1162,Missouri - Warren,Bush / Kerry / Others,7883 / 5461 / 88,58.7% / 40.7% / 0.7%,Republican Party / Democratic Party / Others
1163,Missouri - Washington,Bush / Kerry / Others,4641 / 4459 / 78,50.6% / 48.6% / 0.8%,Republican Party / Democratic Party / Others
1164,Missouri - Wayne,Bush / Kerry / Others,3919 / 2250 / 35,63.2% / 36.3% / 0.6%,Republican Party / Democratic Party / Others
1165,Missouri - Webster,Bush / Kerry / Others,10194 / 4657 / 93,68.2% / 31.2% / 0.6%,Republican Party / Democratic Party / Others
1166,Missouri - Worth,Bush / Kerry / Others,691 / 436 / 5,61.0% / 38.5% / 0.4%,Republican Party / Democratic Party / Others
1167,Missouri - Wright,Bush / Kerry / Others,6090 / 2188 / 68,73.0% / 26.2% / 0.8%,Republican Party / Democratic Party / Others
1168,Montana - Beaverhead,Bush / Kerry / Others,2102 / 599 / 52,76.35% / 21.76% / 1.89%,Republican / Democratic / Others
1169,Montana - Big Horn,Kerry / Bush / Others,2213 / 2026 / 68,51.38% / 47.04% / 1.58%,Democratic / Republican / Others
1170,Montana - Blaine,Bush / Kerry / Others,1484 / 1300 / 44,52.48% / 45.97% / 1.56%,Republican / Democratic / Others
1171,Montana - Broadwater,Bush / Kerry / Others,1778 / 533 / 42,75.56% / 22.65% / 1.78%,Republican / Democratic / Others
1172,Montana - Carbon,Bush / Kerry / Others,3341 / 1847 / 132,62.80% / 34.72% / 2.48%,Republican / Democratic / Others
1173,Montana - Carter,Bush / Kerry / Others,623 / 76 / 10,87.87% / 10.72% / 1.41%,Republican / Democratic / Others
1174,Montana - Cascade,Bush / Kerry / Others,15399 / 10425 / 598,58.28% / 39.46% / 2.26%,Republican / Democratic / Others
1175,Montana - Chouteau,Bush / Kerry / Others,1921 / 941 / 62,65.70% / 32.18% / 2.12%,Republican / Democratic / Others
1176,Montana - Custer,Bush / Kerry / Others,3294 / 1629 / 121,65.31% / 32.30% / 2.40%,Republican / Democratic / Others
1177,Montana - Daniels,Bush / Kerry / Others,764 / 326 / 29,68.28% / 29.13% / 2.59%,Republican / Democratic / Others
1178,Montana - Dawson,Bush / Kerry / Others,2884 / 1494 / 106,64.32% / 33.32% / 2.36%,Republican / Democratic / Others
1179,Montana - Deer Lodge,Kerry / Bush / Others,1775 / 1161 / 65,59.15% / 38.69% / 2.17%,Democratic / Republican / Others
1180,Montana - Fallon,Bush / Kerry / Others,1178 / 289 / 24,79.01% / 19.38% / 1.61%,Republican / Democratic / Others
1181,Montana - Fergus,Bush / Kerry / Others,2006 / 668 / 52,73.59% / 24.50% / 1.91%,Republican / Democratic / Others
1182,Montana - Flathead,Bush / Kerry / Others,26019 / 11587 / 1072,67.27% / 29.96% / 2.77%,Republican / Democratic / Others
1183,Montana - Gallatin,Bush / Kerry / Others,13348 / 10661 / 622,54.19% / 43.28% / 2.53%,Republican / Democratic / Others
1184,Montana - Garfield,Bush / Kerry / Others,590 / 52 / 13,90.08% / 7.94% / 1.98%,Republican / Democratic / Others
1185,Montana - Glacier,Kerry / Bush / Others,2641 / 1828 / 93,57.89% / 40.07% / 2.04%,Democratic / Republican / Others
1186,Montana - Golden Valley,Bush / Kerry / Others,396 / 119 / 7,75.86% / 22.80% / 1.34%,Republican / Democratic / Others
1187,Montana - Granite,Bush / Kerry / Others,1144 / 404 / 57,71.28% / 25.17% / 3.55%,Republican / Democratic / Others
1188,Montana - Hill County,Bush / Kerry / Others,2992 / 2300 / 129,55.19% / 42.43% / 2.38%,Republican / Democratic / Others
1189,Montana - Jefferson,Bush / Kerry / Others,3843 / 1880 / 143,65.51% / 32.05% / 2.44%,Republican / Democratic / Others
1190,Montana - Judith Basin,Bush / Kerry / Others,943 / 322 / 20,73.39% / 25.06% / 1.56%,Republican / Democratic / Others
1191,Montana - Lake,Bush / Kerry / Others,3952 / 2425 / 165,60.41% / 37.07% / 2.52%,Republican / Democratic / Others
1192,Montana - Lewis & Clark,Bush / Kerry / Others,16432 / 12655 / 629,55.30% / 42.59% / 2.12%,Republican / Democratic / Others
1193,Montana - Liberty,Bush / Kerry / Others,734 / 281 / 18,71.06% / 27.20% / 1.74%,Republican / Democratic / Others
1194,Montana - Lincoln,Bush / Kerry / Others,3914 / 1656 / 152,68.40% / 28.94% / 2.66%,Republican / Democratic / Others
1195,Montana - Madison,Bush / Kerry / Others,2868 / 983 / 81,72.94% / 25.00% / 2.06%,Republican / Democratic / Others
1196,Montana - McCone,Bush / Kerry / Others,365 / 187 / 20,63.81% / 32.69% / 3.50%,Republican / Democratic / Others
1197,Montana - Meagher,Bush / Kerry / Others,698 / 247 / 28,71.74% / 25.39% / 2.88%,Republican / Democratic / Others
1198,Montana - Mineral,Bush / Kerry / Others,1242 / 542 / 53,67.61% / 29.50% / 2.89%,Republican / Democratic / Others
1199,Montana - Missoula,Kerry / Bush / Others,25598 / 22711 / 1429,51.47% / 45.66% / 2.87%,Democratic / Republican / Others
1200,Montana - Musselshell,Bush / Kerry / Others,1661 / 538 / 46,73.99% / 23.96% / 2.05%,Republican / Democratic / Others
1201,Montana - Park,Bush / Kerry / Others,4771 / 3199 / 247,58.06% / 38.93% / 3.01%,Republican / Democratic / Others
1202,Montana - Petroleum,Bush / Kerry / Others,228 / 55 / 9,78.08% / 18.84% / 3.08%,Republican / Democratic / Others
1203,Montana - Phillips,Bush / Kerry / Others,1042 / 274 / 23,77.82% / 20.46% / 1.72%,Republican / Democratic / Others
1204,Montana - Pondera,Bush / Kerry / Others,1852 / 956 / 51,64.78% / 33.44% / 1.78%,Republican / Democratic / Others
1205,Montana - Powder River,Bush / Kerry / Others,856 / 154 / 18,83.27% / 14.98% / 1.75%,Republican / Democratic / Others
1206,Montana - Powell,Bush / Kerry / Others,1968 / 751 / 72,70.51% / 26.91% / 2.58%,Republican / Democratic / Others
1207,Montana - Prairie,Bush / Kerry / Others,546 / 181 / 9,74.18% / 24.59% / 1.22%,Republican / Democratic / Others
1208,Montana - Ravalli,Bush / Kerry / Others,13224 / 6128 / 440,66.81% / 30.96% / 2.22%,Republican / Democratic / Others
1209,Montana - Richland,Bush / Kerry / Others,3110 / 1120 / 78,72.19% / 26.00% / 1.81%,Republican / Democratic / Others
1210,Montana - Roosevelt,Kerry / Bush / Others,2193 / 1760 / 71,54.50% / 43.74% / 1.76%,Democratic / Republican / Others
1211,Montana - Rosebud,Bush / Kerry / Others,1982 / 1520 / 83,55.29% / 42.40% / 2.32%,Republican / Democratic / Others
1212,Montana - Sanders,Bush / Kerry / Others,3461 / 1501 / 190,67.18% / 29.13% / 3.69%,Republican / Democratic / Others
1213,Montana - Sheridan,Bush / Kerry / Others,1159 / 845 / 33,56.90% / 41.48% / 1.62%,Republican / Democratic / Others
1214,Montana - Silver Bow,Kerry / Bush / Others,5096 / 3561 / 213,57.45% / 40.15% / 2.40%,Democratic / Republican / Others
1215,Montana - Stillwater,Bush / Kerry / Others,2856 / 966 / 86,73.08% / 24.72% / 2.20%,Republican / Democratic / Others
1216,Montana - Sweet Grass,Bush / Kerry / Others,977 / 292 / 26,75.44% / 22.55% / 2.01%,Republican / Democratic / Others
1217,Montana - Teton,Bush / Kerry / Others,2232 / 1047 / 80,66.45% / 31.17% / 2.38%,Republican / Democratic / Others
1218,Montana - Toole,Bush / Kerry / Others,1582 / 690 / 38,68.48% / 29.87% / 1.65%,Republican / Democratic / Others
1219,Montana - Treasure,Bush / Kerry / Others,348 / 121 / 13,72.20% / 25.10% / 2.70%,Republican / Democratic / Others
1220,Montana - Valley,Bush / Kerry / Others,2476 / 1429 / 110,61.67% / 35.59% / 2.74%,Republican / Democratic / Others
1221,Montana - Wheatland,Bush / Kerry / Others,705 / 250 / 30,71.57% / 25.38% / 3.05%,Republican / Democratic / Others
1222,Montana - Wibaux,Bush / Kerry / Others,407 / 144 / 9,72.68% / 25.71% / 1.61%,Republican / Democratic / Others
1223,Montana - Yellowstone,Bush / Kerry / Others,40863 / 24101 / 1260,61.70% / 36.39% / 1.90%,Republican / Democratic / Others
1224,Nebraska - Adams,Bush / Kerry / Others,9233 / 3791 / 262,69.5% / 28.5% / 2.0%,Republican / Democrat / Others
1225,Nebraska - Antelope,Bush / Kerry / Others,2761 / 613 / 50,80.6% / 17.9% / 1.5%,Republican / Democrat / Others
1226,Nebraska - Arthur,Bush / Kerry / Others,240 / 24 / 2,90.2% / 9.0% / 0.8%,Republican / Democrat / Others
1227,Nebraska - Banner,Bush / Kerry / Others,379 / 56 / 2,86.7% / 12.8% / 0.5%,Republican / Democrat / Others
1228,Nebraska - Blaine,Bush / Kerry / Others,301 / 38 / 0,88.8% / 11.2% / 0.0%,Republican / Democrat / Others
1229,Nebraska - Boone,Bush / Kerry / Others,2309 / 546 / 40,79.8% / 18.9% / 1.4%,Republican / Democrat / Others
1230,Nebraska - Box Butte,Bush / Kerry / Others,3396 / 1657 / 99,65.9% / 32.2% / 1.9%,Republican / Democrat / Others
1231,Nebraska - Boyd,Bush / Kerry / Others,911 / 228 / 9,79.4% / 19.9% / 0.8%,Republican / Democrat / Others
1232,Nebraska - Brown,Bush / Kerry / Others,1426 / 268 / 39,82.3% / 15.5% / 2.3%,Republican / Democrat / Others
1233,Nebraska - Buffalo,Bush / Kerry / Others,14222 / 4100 / 286,76.4% / 22.0% / 1.5%,Republican / Democrat / Others
1234,Nebraska - Burt,Bush / Kerry / Others,2349 / 1272 / 47,64.0% / 34.7% / 1.3%,Republican / Democrat / Others
1235,Nebraska - Butler,Bush / Kerry / Others,3016 / 1068 / 84,72.4% / 25.6% / 2.0%,Republican / Democrat / Others
1236,Nebraska - Cass,Bush / Kerry / Others,7763 / 3619 / 147,67.3% / 31.4% / 1.3%,Republican / Democrat / Others
1237,Nebraska - Cedar,Bush / Kerry / Others,3387 / 1083 / 66,74.7% / 23.9% / 1.5%,Republican / Democrat / Others
1238,Nebraska - Chase,Bush / Kerry / Others,1652 / 302 / 19,83.7% / 15.3% / 1.0%,Republican / Democrat / Others
1239,Nebraska - Cherry,Bush / Kerry / Others,2509 / 483 / 50,82.5% / 15.9% / 1.6%,Republican / Democrat / Others
1240,Nebraska - Cheyenne,Bush / Kerry / Others,3791 / 893 / 62,79.9% / 18.8% / 1.3%,Republican / Democrat / Others
1241,Nebraska - Clay,Bush / Kerry / Others,2543 / 743 / 51,76.2% / 22.3% / 1.5%,Republican / Democrat / Others
1242,Nebraska - Colfax,Bush / Kerry / Others,2589 / 990 / 54,71.3% / 27.3% / 1.5%,Republican / Democrat / Others
1243,Nebraska - Cuming,Bush / Kerry / Others,3330 / 966 / 53,76.6% / 22.2% / 1.2%,Republican / Democrat / Others
1244,Nebraska - Custer,Bush / Kerry / Others,4518 / 1040 / 54,80.5% / 18.5% / 1.0%,Republican / Democrat / Others
1245,Nebraska - Dakota,Bush / Kerry / Others,3526 / 3027 / 62,53.3% / 45.8% / 0.9%,Republican / Democrat / Others
